KO	Pathway	Pathway Name
K16467	ko03036	Chromosome and associated proteins [BR:ko03036]
K16468	ko03036	Chromosome and associated proteins [BR:ko03036]
K13990	ko03036	Chromosome and associated proteins [BR:ko03036]
K16472	ko03036	Chromosome and associated proteins [BR:ko03036]
K16475	ko03036	Chromosome and associated proteins [BR:ko03036]
K16476	ko03036	Chromosome and associated proteins [BR:ko03036]
K16477	ko03036	Chromosome and associated proteins [BR:ko03036]
K16479	ko03036	Chromosome and associated proteins [BR:ko03036]
K16480	ko03036	Chromosome and associated proteins [BR:ko03036]
K24070	ko03036	Chromosome and associated proteins [BR:ko03036]
K10798	ko03036	Chromosome and associated proteins [BR:ko03036]
K16481	ko03036	Chromosome and associated proteins [BR:ko03036]
K01047	ko03036	Chromosome and associated proteins [BR:ko03036]
K16482	ko03036	Chromosome and associated proteins [BR:ko03036]
K16483	ko03036	Chromosome and associated proteins [BR:ko03036]
K16485	ko03036	Chromosome and associated proteins [BR:ko03036]
K16486	ko03036	Chromosome and associated proteins [BR:ko03036]
K16487	ko03036	Chromosome and associated proteins [BR:ko03036]
K16488	ko03036	Chromosome and associated proteins [BR:ko03036]
K16489	ko03036	Chromosome and associated proteins [BR:ko03036]
K16490	ko03036	Chromosome and associated proteins [BR:ko03036]
K16491	ko03036	Chromosome and associated proteins [BR:ko03036]
K10631	ko03036	Chromosome and associated proteins [BR:ko03036]
K16531	ko03036	Chromosome and associated proteins [BR:ko03036]
K16532	ko03036	Chromosome and associated proteins [BR:ko03036]
K16533	ko03036	Chromosome and associated proteins [BR:ko03036]
K16534	ko03036	Chromosome and associated proteins [BR:ko03036]
K16535	ko03036	Chromosome and associated proteins [BR:ko03036]
K16611	ko03036	Chromosome and associated proteins [BR:ko03036]
K16536	ko03036	Chromosome and associated proteins [BR:ko03036]
K06093	ko03036	Chromosome and associated proteins [BR:ko03036]
K16537	ko03036	Chromosome and associated proteins [BR:ko03036]
K16538	ko03036	Chromosome and associated proteins [BR:ko03036]
K16539	ko03036	Chromosome and associated proteins [BR:ko03036]
K06085	ko03036	Chromosome and associated proteins [BR:ko03036]
K16540	ko03036	Chromosome and associated proteins [BR:ko03036]
K16541	ko03036	Chromosome and associated proteins [BR:ko03036]
K16542	ko03036	Chromosome and associated proteins [BR:ko03036]
K16543	ko03036	Chromosome and associated proteins [BR:ko03036]
K16544	ko03036	Chromosome and associated proteins [BR:ko03036]
K16545	ko03036	Chromosome and associated proteins [BR:ko03036]
K16546	ko03036	Chromosome and associated proteins [BR:ko03036]
K16594	ko03036	Chromosome and associated proteins [BR:ko03036]
K16547	ko03036	Chromosome and associated proteins [BR:ko03036]
K16548	ko03036	Chromosome and associated proteins [BR:ko03036]
K16549	ko03036	Chromosome and associated proteins [BR:ko03036]
K10799	ko03036	Chromosome and associated proteins [BR:ko03036]
K06627	ko03036	Chromosome and associated proteins [BR:ko03036]
K05868	ko03036	Chromosome and associated proteins [BR:ko03036]
K21770	ko03036	Chromosome and associated proteins [BR:ko03036]
K21771	ko03036	Chromosome and associated proteins [BR:ko03036]
K21777	ko03036	Chromosome and associated proteins [BR:ko03036]
K06626	ko03036	Chromosome and associated proteins [BR:ko03036]
K23964	ko03036	Chromosome and associated proteins [BR:ko03036]
K11481	ko03036	Chromosome and associated proteins [BR:ko03036]
K02087	ko03036	Chromosome and associated proteins [BR:ko03036]
K02206	ko03036	Chromosome and associated proteins [BR:ko03036]
K08959	ko03036	Chromosome and associated proteins [BR:ko03036]
K08960	ko03036	Chromosome and associated proteins [BR:ko03036]
K16315	ko03036	Chromosome and associated proteins [BR:ko03036]
K03083	ko03036	Chromosome and associated proteins [BR:ko03036]
K06272	ko03036	Chromosome and associated proteins [BR:ko03036]
K05856	ko03036	Chromosome and associated proteins [BR:ko03036]
K08861	ko03036	Chromosome and associated proteins [BR:ko03036]
K08863	ko03036	Chromosome and associated proteins [BR:ko03036]
K04514	ko03036	Chromosome and associated proteins [BR:ko03036]
K17388	ko03036	Chromosome and associated proteins [BR:ko03036]
K16311	ko03036	Chromosome and associated proteins [BR:ko03036]
K04345	ko03036	Chromosome and associated proteins [BR:ko03036]
K16551	ko03036	Chromosome and associated proteins [BR:ko03036]
K21435	ko03036	Chromosome and associated proteins [BR:ko03036]
K24575	ko03036	Chromosome and associated proteins [BR:ko03036]
K10389	ko03036	Chromosome and associated proteins [BR:ko03036]
K16569	ko03036	Chromosome and associated proteins [BR:ko03036]
K16570	ko03036	Chromosome and associated proteins [BR:ko03036]
K16571	ko03036	Chromosome and associated proteins [BR:ko03036]
K16572	ko03036	Chromosome and associated proteins [BR:ko03036]
K16573	ko03036	Chromosome and associated proteins [BR:ko03036]
K16574	ko03036	Chromosome and associated proteins [BR:ko03036]
K07374	ko03036	Chromosome and associated proteins [BR:ko03036]
K07375	ko03036	Chromosome and associated proteins [BR:ko03036]
K10390	ko03036	Chromosome and associated proteins [BR:ko03036]
K10391	ko03036	Chromosome and associated proteins [BR:ko03036]
K04648	ko03036	Chromosome and associated proteins [BR:ko03036]
K10424	ko03036	Chromosome and associated proteins [BR:ko03036]
K10425	ko03036	Chromosome and associated proteins [BR:ko03036]
K10426	ko03036	Chromosome and associated proteins [BR:ko03036]
K10427	ko03036	Chromosome and associated proteins [BR:ko03036]
K10428	ko03036	Chromosome and associated proteins [BR:ko03036]
K16575	ko03036	Chromosome and associated proteins [BR:ko03036]
K16576	ko03036	Chromosome and associated proteins [BR:ko03036]
K20799	ko03036	Chromosome and associated proteins [BR:ko03036]
K20776	ko03036	Chromosome and associated proteins [BR:ko03036]
K11864	ko03036	Chromosome and associated proteins [BR:ko03036]
K12173	ko03036	Chromosome and associated proteins [BR:ko03036]
K10421	ko03036	Chromosome and associated proteins [BR:ko03036]
K16578	ko03036	Chromosome and associated proteins [BR:ko03036]
K16579	ko03036	Chromosome and associated proteins [BR:ko03036]
K10436	ko03036	Chromosome and associated proteins [BR:ko03036]
K19573	ko03036	Chromosome and associated proteins [BR:ko03036]
K16580	ko03036	Chromosome and associated proteins [BR:ko03036]
K20873	ko03036	Chromosome and associated proteins [BR:ko03036]
K23400	ko03036	Chromosome and associated proteins [BR:ko03036]
K25867	ko03036	Chromosome and associated proteins [BR:ko03036]
K25872	ko03036	Chromosome and associated proteins [BR:ko03036]
K26165	ko03036	Chromosome and associated proteins [BR:ko03036]
K26156	ko03036	Chromosome and associated proteins [BR:ko03036]
K26787	ko03036	Chromosome and associated proteins [BR:ko03036]
K16584	ko03036	Chromosome and associated proteins [BR:ko03036]
K16585	ko03036	Chromosome and associated proteins [BR:ko03036]
K16586	ko03036	Chromosome and associated proteins [BR:ko03036]
K16587	ko03036	Chromosome and associated proteins [BR:ko03036]
K16588	ko03036	Chromosome and associated proteins [BR:ko03036]
K16589	ko03036	Chromosome and associated proteins [BR:ko03036]
K16590	ko03036	Chromosome and associated proteins [BR:ko03036]
K16591	ko03036	Chromosome and associated proteins [BR:ko03036]
K25918	ko03036	Chromosome and associated proteins [BR:ko03036]
K16714	ko03036	Chromosome and associated proteins [BR:ko03036]
K16715	ko03036	Chromosome and associated proteins [BR:ko03036]
K02183	ko03036	Chromosome and associated proteins [BR:ko03036]
K05866	ko03036	Chromosome and associated proteins [BR:ko03036]
K16717	ko03036	Chromosome and associated proteins [BR:ko03036]
K16728	ko03036	Chromosome and associated proteins [BR:ko03036]
K16718	ko03036	Chromosome and associated proteins [BR:ko03036]
K16720	ko03036	Chromosome and associated proteins [BR:ko03036]
K16721	ko03036	Chromosome and associated proteins [BR:ko03036]
K16722	ko03036	Chromosome and associated proteins [BR:ko03036]
K16724	ko03036	Chromosome and associated proteins [BR:ko03036]
K10605	ko03036	Chromosome and associated proteins [BR:ko03036]
K10683	ko03036	Chromosome and associated proteins [BR:ko03036]
K19788	ko03036	Chromosome and associated proteins [BR:ko03036]
K16725	ko03036	Chromosome and associated proteins [BR:ko03036]
K03362	ko03036	Chromosome and associated proteins [BR:ko03036]
K07936	ko03036	Chromosome and associated proteins [BR:ko03036]
K14290	ko03036	Chromosome and associated proteins [BR:ko03036]
K26160	ko03036	Chromosome and associated proteins [BR:ko03036]
K16726	ko03036	Chromosome and associated proteins [BR:ko03036]
K16727	ko03036	Chromosome and associated proteins [BR:ko03036]
K08775	ko03036	Chromosome and associated proteins [BR:ko03036]
K08796	ko03036	Chromosome and associated proteins [BR:ko03036]
K06645	ko03036	Chromosome and associated proteins [BR:ko03036]
K05867	ko03036	Chromosome and associated proteins [BR:ko03036]
K10727	ko03036	Chromosome and associated proteins [BR:ko03036]
K16729	ko03036	Chromosome and associated proteins [BR:ko03036]
K12869	ko03036	Chromosome and associated proteins [BR:ko03036]
K10263	ko03036	Chromosome and associated proteins [BR:ko03036]
K04402	ko03036	Chromosome and associated proteins [BR:ko03036]
K16731	ko03036	Chromosome and associated proteins [BR:ko03036]
K13539	ko03036	Chromosome and associated proteins [BR:ko03036]
K02209	ko03036	Chromosome and associated proteins [BR:ko03036]
K02603	ko03036	Chromosome and associated proteins [BR:ko03036]
K02604	ko03036	Chromosome and associated proteins [BR:ko03036]
K02605	ko03036	Chromosome and associated proteins [BR:ko03036]
K16732	ko03036	Chromosome and associated proteins [BR:ko03036]
K16733	ko03036	Chromosome and associated proteins [BR:ko03036]
K16734	ko03036	Chromosome and associated proteins [BR:ko03036]
K26251	ko03036	Chromosome and associated proteins [BR:ko03036]
K16737	ko03036	Chromosome and associated proteins [BR:ko03036]
K16738	ko03036	Chromosome and associated proteins [BR:ko03036]
K16739	ko03036	Chromosome and associated proteins [BR:ko03036]
K19326	ko03036	Chromosome and associated proteins [BR:ko03036]
K19346	ko03036	Chromosome and associated proteins [BR:ko03036]
K21761	ko03036	Chromosome and associated proteins [BR:ko03036]
K23401	ko03036	Chromosome and associated proteins [BR:ko03036]
K19347	ko03036	Chromosome and associated proteins [BR:ko03036]
K21874	ko03036	Chromosome and associated proteins [BR:ko03036]
K21875	ko03036	Chromosome and associated proteins [BR:ko03036]
K21876	ko03036	Chromosome and associated proteins [BR:ko03036]
K22595	ko03036	Chromosome and associated proteins [BR:ko03036]
K10613	ko03036	Chromosome and associated proteins [BR:ko03036]
K17561	ko03036	Chromosome and associated proteins [BR:ko03036]
K19574	ko03036	Chromosome and associated proteins [BR:ko03036]
K01623	ko03036	Chromosome and associated proteins [BR:ko03036]
K16741	ko03036	Chromosome and associated proteins [BR:ko03036]
K04575	ko03036	Chromosome and associated proteins [BR:ko03036]
K02085	ko03036	Chromosome and associated proteins [BR:ko03036]
K07943	ko03036	Chromosome and associated proteins [BR:ko03036]
K16742	ko03036	Chromosome and associated proteins [BR:ko03036]
K16743	ko03036	Chromosome and associated proteins [BR:ko03036]
K04385	ko03036	Chromosome and associated proteins [BR:ko03036]
K04570	ko03036	Chromosome and associated proteins [BR:ko03036]
K16756	ko03036	Chromosome and associated proteins [BR:ko03036]
K16750	ko03036	Chromosome and associated proteins [BR:ko03036]
K16751	ko03036	Chromosome and associated proteins [BR:ko03036]
K16752	ko03036	Chromosome and associated proteins [BR:ko03036]
K16753	ko03036	Chromosome and associated proteins [BR:ko03036]
K16755	ko03036	Chromosome and associated proteins [BR:ko03036]
K16757	ko03036	Chromosome and associated proteins [BR:ko03036]
K23693	ko03036	Chromosome and associated proteins [BR:ko03036]
K16758	ko03036	Chromosome and associated proteins [BR:ko03036]
K16759	ko03036	Chromosome and associated proteins [BR:ko03036]
K16760	ko03036	Chromosome and associated proteins [BR:ko03036]
K04393	ko03036	Chromosome and associated proteins [BR:ko03036]
K06736	ko03036	Chromosome and associated proteins [BR:ko03036]
K06808	ko03036	Chromosome and associated proteins [BR:ko03036]
K05689	ko03036	Chromosome and associated proteins [BR:ko03036]
K16761	ko03036	Chromosome and associated proteins [BR:ko03036]
K16762	ko03036	Chromosome and associated proteins [BR:ko03036]
K16763	ko03036	Chromosome and associated proteins [BR:ko03036]
K16764	ko03036	Chromosome and associated proteins [BR:ko03036]
K16765	ko03036	Chromosome and associated proteins [BR:ko03036]
K16754	ko03036	Chromosome and associated proteins [BR:ko03036]
K16766	ko03036	Chromosome and associated proteins [BR:ko03036]
K16767	ko03036	Chromosome and associated proteins [BR:ko03036]
K16768	ko03036	Chromosome and associated proteins [BR:ko03036]
K08106	ko03036	Chromosome and associated proteins [BR:ko03036]
K16769	ko03036	Chromosome and associated proteins [BR:ko03036]
K16770	ko03036	Chromosome and associated proteins [BR:ko03036]
K16771	ko03036	Chromosome and associated proteins [BR:ko03036]
K12076	ko03036	Chromosome and associated proteins [BR:ko03036]
K15008	ko03036	Chromosome and associated proteins [BR:ko03036]
K07195	ko03036	Chromosome and associated proteins [BR:ko03036]
K16773	ko03036	Chromosome and associated proteins [BR:ko03036]
K07192	ko03036	Chromosome and associated proteins [BR:ko03036]
K10595	ko03036	Chromosome and associated proteins [BR:ko03036]
K02540	ko03036	Chromosome and associated proteins [BR:ko03036]
K02541	ko03036	Chromosome and associated proteins [BR:ko03036]
K19403	ko03036	Chromosome and associated proteins [BR:ko03036]
K16775	ko03036	Chromosome and associated proteins [BR:ko03036]
K16776	ko03036	Chromosome and associated proteins [BR:ko03036]
K16777	ko03036	Chromosome and associated proteins [BR:ko03036]
K15608	ko03036	Chromosome and associated proteins [BR:ko03036]
K16493	ko03036	Chromosome and associated proteins [BR:ko03036]
K16778	ko03036	Chromosome and associated proteins [BR:ko03036]
K16779	ko03036	Chromosome and associated proteins [BR:ko03036]
K07901	ko03036	Chromosome and associated proteins [BR:ko03036]
K16780	ko03036	Chromosome and associated proteins [BR:ko03036]
K21762	ko03036	Chromosome and associated proteins [BR:ko03036]
K25164	ko03036	Chromosome and associated proteins [BR:ko03036]
K21763	ko03036	Chromosome and associated proteins [BR:ko03036]
K21764	ko03036	Chromosome and associated proteins [BR:ko03036]
K21765	ko03036	Chromosome and associated proteins [BR:ko03036]
K22766	ko03036	Chromosome and associated proteins [BR:ko03036]
K09142	ko03036	Chromosome and associated proteins [BR:ko03036]
K16800	ko03036	Chromosome and associated proteins [BR:ko03036]
K16801	ko03036	Chromosome and associated proteins [BR:ko03036]
K16802	ko03036	Chromosome and associated proteins [BR:ko03036]
K16803	ko03036	Chromosome and associated proteins [BR:ko03036]
K15433	ko03036	Chromosome and associated proteins [BR:ko03036]
K18423	ko03036	Chromosome and associated proteins [BR:ko03036]
K16804	ko03036	Chromosome and associated proteins [BR:ko03036]
K16805	ko03036	Chromosome and associated proteins [BR:ko03036]
K15837	ko03036	Chromosome and associated proteins [BR:ko03036]
K10398	ko03036	Chromosome and associated proteins [BR:ko03036]
K10402	ko03036	Chromosome and associated proteins [BR:ko03036]
K17387	ko03036	Chromosome and associated proteins [BR:ko03036]
K10405	ko03036	Chromosome and associated proteins [BR:ko03036]
K23940	ko03036	Chromosome and associated proteins [BR:ko03036]
K15043	ko03036	Chromosome and associated proteins [BR:ko03036]
K15042	ko03036	Chromosome and associated proteins [BR:ko03036]
K14293	ko03036	Chromosome and associated proteins [BR:ko03036]
K16806	ko03036	Chromosome and associated proteins [BR:ko03036]
K16807	ko03036	Chromosome and associated proteins [BR:ko03036]
K16808	ko03036	Chromosome and associated proteins [BR:ko03036]
K14302	ko03036	Chromosome and associated proteins [BR:ko03036]
K14305	ko03036	Chromosome and associated proteins [BR:ko03036]
K14304	ko03036	Chromosome and associated proteins [BR:ko03036]
K14297	ko03036	Chromosome and associated proteins [BR:ko03036]
K14301	ko03036	Chromosome and associated proteins [BR:ko03036]
K14300	ko03036	Chromosome and associated proteins [BR:ko03036]
K14303	ko03036	Chromosome and associated proteins [BR:ko03036]
K14310	ko03036	Chromosome and associated proteins [BR:ko03036]
K20724	ko03036	Chromosome and associated proteins [BR:ko03036]
K20721	ko03036	Chromosome and associated proteins [BR:ko03036]
K20722	ko03036	Chromosome and associated proteins [BR:ko03036]
K20723	ko03036	Chromosome and associated proteins [BR:ko03036]
K20720	ko03036	Chromosome and associated proteins [BR:ko03036]
K16794	ko03036	Chromosome and associated proteins [BR:ko03036]
K14298	ko03036	Chromosome and associated proteins [BR:ko03036]
K16810	ko03036	Chromosome and associated proteins [BR:ko03036]
K16811	ko03036	Chromosome and associated proteins [BR:ko03036]
K16812	ko03036	Chromosome and associated proteins [BR:ko03036]
K19865	ko03036	Chromosome and associated proteins [BR:ko03036]
K20875	ko03036	Chromosome and associated proteins [BR:ko03036]
K20876	ko03036	Chromosome and associated proteins [BR:ko03036]
K20878	ko03036	Chromosome and associated proteins [BR:ko03036]
K21441	ko03036	Chromosome and associated proteins [BR:ko03036]
K21443	ko03036	Chromosome and associated proteins [BR:ko03036]
K17082	ko03036	Chromosome and associated proteins [BR:ko03036]
K26166	ko03036	Chromosome and associated proteins [BR:ko03036]
K26673	ko03036	Chromosome and associated proteins [BR:ko03036]
K24394	ko03036	Chromosome and associated proteins [BR:ko03036]
K06635	ko03036	Chromosome and associated proteins [BR:ko03036]
K26099	ko03036	Chromosome and associated proteins [BR:ko03036]
K16828	ko03036	Chromosome and associated proteins [BR:ko03036]
K16829	ko03036	Chromosome and associated proteins [BR:ko03036]
K02365	ko03036	Chromosome and associated proteins [BR:ko03036]
K03348	ko03036	Chromosome and associated proteins [BR:ko03036]
K03349	ko03036	Chromosome and associated proteins [BR:ko03036]
K03350	ko03036	Chromosome and associated proteins [BR:ko03036]
K03351	ko03036	Chromosome and associated proteins [BR:ko03036]
K03352	ko03036	Chromosome and associated proteins [BR:ko03036]
K03353	ko03036	Chromosome and associated proteins [BR:ko03036]
K03354	ko03036	Chromosome and associated proteins [BR:ko03036]
K03355	ko03036	Chromosome and associated proteins [BR:ko03036]
K03356	ko03036	Chromosome and associated proteins [BR:ko03036]
K03357	ko03036	Chromosome and associated proteins [BR:ko03036]
K03358	ko03036	Chromosome and associated proteins [BR:ko03036]
K03359	ko03036	Chromosome and associated proteins [BR:ko03036]
K12456	ko03036	Chromosome and associated proteins [BR:ko03036]
K12416	ko03036	Chromosome and associated proteins [BR:ko03036]
K25228	ko03036	Chromosome and associated proteins [BR:ko03036]
K25229	ko03036	Chromosome and associated proteins [BR:ko03036]
K03363	ko03036	Chromosome and associated proteins [BR:ko03036]
K08850	ko03036	Chromosome and associated proteins [BR:ko03036]
K16682	ko03036	Chromosome and associated proteins [BR:ko03036]
K16830	ko03036	Chromosome and associated proteins [BR:ko03036]
K16831	ko03036	Chromosome and associated proteins [BR:ko03036]
K16832	ko03036	Chromosome and associated proteins [BR:ko03036]
K16833	ko03036	Chromosome and associated proteins [BR:ko03036]
K04409	ko03036	Chromosome and associated proteins [BR:ko03036]
K04451	ko03036	Chromosome and associated proteins [BR:ko03036]
K14281	ko03036	Chromosome and associated proteins [BR:ko03036]
K14282	ko03036	Chromosome and associated proteins [BR:ko03036]
K14283	ko03036	Chromosome and associated proteins [BR:ko03036]
K08862	ko03036	Chromosome and associated proteins [BR:ko03036]
K10292	ko03036	Chromosome and associated proteins [BR:ko03036]
K10318	ko03036	Chromosome and associated proteins [BR:ko03036]
K11648	ko03036	Chromosome and associated proteins [BR:ko03036]
K11649	ko03036	Chromosome and associated proteins [BR:ko03036]
K11650	ko03036	Chromosome and associated proteins [BR:ko03036]
K11651	ko03036	Chromosome and associated proteins [BR:ko03036]
K11652	ko03036	Chromosome and associated proteins [BR:ko03036]
K25605	ko03036	Chromosome and associated proteins [BR:ko03036]
K11653	ko03036	Chromosome and associated proteins [BR:ko03036]
K15623	ko03036	Chromosome and associated proteins [BR:ko03036]
K22198	ko03036	Chromosome and associated proteins [BR:ko03036]
K13196	ko03036	Chromosome and associated proteins [BR:ko03036]
K11765	ko03036	Chromosome and associated proteins [BR:ko03036]
K11757	ko03036	Chromosome and associated proteins [BR:ko03036]
K11723	ko03036	Chromosome and associated proteins [BR:ko03036]
K22197	ko03036	Chromosome and associated proteins [BR:ko03036]
K22184	ko03036	Chromosome and associated proteins [BR:ko03036]
K25612	ko03036	Chromosome and associated proteins [BR:ko03036]
K25613	ko03036	Chromosome and associated proteins [BR:ko03036]
K11654	ko03036	Chromosome and associated proteins [BR:ko03036]
K11655	ko03036	Chromosome and associated proteins [BR:ko03036]
K11656	ko03036	Chromosome and associated proteins [BR:ko03036]
K02326	ko03036	Chromosome and associated proteins [BR:ko03036]
K11657	ko03036	Chromosome and associated proteins [BR:ko03036]
K11658	ko03036	Chromosome and associated proteins [BR:ko03036]
K16911	ko03036	Chromosome and associated proteins [BR:ko03036]
K17046	ko03036	Chromosome and associated proteins [BR:ko03036]
K10841	ko03036	Chromosome and associated proteins [BR:ko03036]
K10356	ko03036	Chromosome and associated proteins [BR:ko03036]
K02331	ko03036	Chromosome and associated proteins [BR:ko03036]
K12828	ko03036	Chromosome and associated proteins [BR:ko03036]
K15224	ko03036	Chromosome and associated proteins [BR:ko03036]
K26167	ko03036	Chromosome and associated proteins [BR:ko03036]
K11660	ko03036	Chromosome and associated proteins [BR:ko03036]
K23194	ko03036	Chromosome and associated proteins [BR:ko03036]
K23310	ko03036	Chromosome and associated proteins [BR:ko03036]
K26454	ko03036	Chromosome and associated proteins [BR:ko03036]
K26455	ko03036	Chromosome and associated proteins [BR:ko03036]
K11727	ko03036	Chromosome and associated proteins [BR:ko03036]
K11728	ko03036	Chromosome and associated proteins [BR:ko03036]
K23406	ko03036	Chromosome and associated proteins [BR:ko03036]
K11726	ko03036	Chromosome and associated proteins [BR:ko03036]
K25830	ko03036	Chromosome and associated proteins [BR:ko03036]
K11661	ko03036	Chromosome and associated proteins [BR:ko03036]
K11662	ko03036	Chromosome and associated proteins [BR:ko03036]
K11663	ko03036	Chromosome and associated proteins [BR:ko03036]
K11664	ko03036	Chromosome and associated proteins [BR:ko03036]
K11665	ko03036	Chromosome and associated proteins [BR:ko03036]
K11666	ko03036	Chromosome and associated proteins [BR:ko03036]
K11667	ko03036	Chromosome and associated proteins [BR:ko03036]
K11668	ko03036	Chromosome and associated proteins [BR:ko03036]
K11669	ko03036	Chromosome and associated proteins [BR:ko03036]
K11670	ko03036	Chromosome and associated proteins [BR:ko03036]
K11671	ko03036	Chromosome and associated proteins [BR:ko03036]
K11672	ko03036	Chromosome and associated proteins [BR:ko03036]
K11673	ko03036	Chromosome and associated proteins [BR:ko03036]
K11675	ko03036	Chromosome and associated proteins [BR:ko03036]
K11676	ko03036	Chromosome and associated proteins [BR:ko03036]
K11677	ko03036	Chromosome and associated proteins [BR:ko03036]
K11678	ko03036	Chromosome and associated proteins [BR:ko03036]
K11679	ko03036	Chromosome and associated proteins [BR:ko03036]
K11680	ko03036	Chromosome and associated proteins [BR:ko03036]
K11756	ko03036	Chromosome and associated proteins [BR:ko03036]
K11758	ko03036	Chromosome and associated proteins [BR:ko03036]
K11759	ko03036	Chromosome and associated proteins [BR:ko03036]
K11760	ko03036	Chromosome and associated proteins [BR:ko03036]
K11761	ko03036	Chromosome and associated proteins [BR:ko03036]
K11762	ko03036	Chromosome and associated proteins [BR:ko03036]
K11763	ko03036	Chromosome and associated proteins [BR:ko03036]
K11764	ko03036	Chromosome and associated proteins [BR:ko03036]
K11766	ko03036	Chromosome and associated proteins [BR:ko03036]
K11767	ko03036	Chromosome and associated proteins [BR:ko03036]
K11768	ko03036	Chromosome and associated proteins [BR:ko03036]
K11769	ko03036	Chromosome and associated proteins [BR:ko03036]
K11770	ko03036	Chromosome and associated proteins [BR:ko03036]
K11786	ko03036	Chromosome and associated proteins [BR:ko03036]
K11771	ko03036	Chromosome and associated proteins [BR:ko03036]
K11772	ko03036	Chromosome and associated proteins [BR:ko03036]
K11773	ko03036	Chromosome and associated proteins [BR:ko03036]
K11774	ko03036	Chromosome and associated proteins [BR:ko03036]
K11775	ko03036	Chromosome and associated proteins [BR:ko03036]
K11776	ko03036	Chromosome and associated proteins [BR:ko03036]
K11682	ko03036	Chromosome and associated proteins [BR:ko03036]
K11683	ko03036	Chromosome and associated proteins [BR:ko03036]
K11684	ko03036	Chromosome and associated proteins [BR:ko03036]
K11137	ko03036	Chromosome and associated proteins [BR:ko03036]
K20403	ko03036	Chromosome and associated proteins [BR:ko03036]
K24771	ko03036	Chromosome and associated proteins [BR:ko03036]
K24767	ko03036	Chromosome and associated proteins [BR:ko03036]
K08871	ko03036	Chromosome and associated proteins [BR:ko03036]
K11721	ko03036	Chromosome and associated proteins [BR:ko03036]
K11722	ko03036	Chromosome and associated proteins [BR:ko03036]
K11724	ko03036	Chromosome and associated proteins [BR:ko03036]
K20091	ko03036	Chromosome and associated proteins [BR:ko03036]
K14435	ko03036	Chromosome and associated proteins [BR:ko03036]
K14436	ko03036	Chromosome and associated proteins [BR:ko03036]
K14437	ko03036	Chromosome and associated proteins [BR:ko03036]
K04494	ko03036	Chromosome and associated proteins [BR:ko03036]
K14438	ko03036	Chromosome and associated proteins [BR:ko03036]
K20092	ko03036	Chromosome and associated proteins [BR:ko03036]
K23195	ko03036	Chromosome and associated proteins [BR:ko03036]
K14439	ko03036	Chromosome and associated proteins [BR:ko03036]
K14440	ko03036	Chromosome and associated proteins [BR:ko03036]
K19001	ko03036	Chromosome and associated proteins [BR:ko03036]
K23408	ko03036	Chromosome and associated proteins [BR:ko03036]
K17492	ko03036	Chromosome and associated proteins [BR:ko03036]
K21412	ko03036	Chromosome and associated proteins [BR:ko03036]
K23225	ko03036	Chromosome and associated proteins [BR:ko03036]
K23226	ko03036	Chromosome and associated proteins [BR:ko03036]
K23196	ko03036	Chromosome and associated proteins [BR:ko03036]
K23803	ko03036	Chromosome and associated proteins [BR:ko03036]
K24135	ko03036	Chromosome and associated proteins [BR:ko03036]
K25816	ko03036	Chromosome and associated proteins [BR:ko03036]
K25831	ko03036	Chromosome and associated proteins [BR:ko03036]
K26100	ko03036	Chromosome and associated proteins [BR:ko03036]
K27104	ko03036	Chromosome and associated proteins [BR:ko03036]
K26273	ko03036	Chromosome and associated proteins [BR:ko03036]
K26796	ko03036	Chromosome and associated proteins [BR:ko03036]
K25868	ko03036	Chromosome and associated proteins [BR:ko03036]
K03746	ko03036	Chromosome and associated proteins [BR:ko03036]
K11685	ko03036	Chromosome and associated proteins [BR:ko03036]
K24450	ko03036	Chromosome and associated proteins [BR:ko03036]
K26248	ko03036	Chromosome and associated proteins [BR:ko03036]
K26249	ko03036	Chromosome and associated proteins [BR:ko03036]
K05787	ko03036	Chromosome and associated proteins [BR:ko03036]
K03530	ko03036	Chromosome and associated proteins [BR:ko03036]
K04764	ko03036	Chromosome and associated proteins [BR:ko03036]
K05788	ko03036	Chromosome and associated proteins [BR:ko03036]
K05516	ko03036	Chromosome and associated proteins [BR:ko03036]
K18997	ko03036	Chromosome and associated proteins [BR:ko03036]
K05804	ko03036	Chromosome and associated proteins [BR:ko03036]
K02313	ko03036	Chromosome and associated proteins [BR:ko03036]
K12961	ko03036	Chromosome and associated proteins [BR:ko03036]
K11940	ko03036	Chromosome and associated proteins [BR:ko03036]
K04047	ko03036	Chromosome and associated proteins [BR:ko03036]
K03557	ko03036	Chromosome and associated proteins [BR:ko03036]
K03666	ko03036	Chromosome and associated proteins [BR:ko03036]
K05596	ko03036	Chromosome and associated proteins [BR:ko03036]
K03719	ko03036	Chromosome and associated proteins [BR:ko03036]
K06899	ko03036	Chromosome and associated proteins [BR:ko03036]
K03632	ko03036	Chromosome and associated proteins [BR:ko03036]
K03804	ko03036	Chromosome and associated proteins [BR:ko03036]
K03633	ko03036	Chromosome and associated proteins [BR:ko03036]
K03529	ko03036	Chromosome and associated proteins [BR:ko03036]
K05896	ko03036	Chromosome and associated proteins [BR:ko03036]
K06024	ko03036	Chromosome and associated proteins [BR:ko03036]
K24719	ko03036	Chromosome and associated proteins [BR:ko03036]
K03590	ko03036	Chromosome and associated proteins [BR:ko03036]
K05589	ko03036	Chromosome and associated proteins [BR:ko03036]
K13052	ko03036	Chromosome and associated proteins [BR:ko03036]
