KO	Pathway	Pathway Name
K20016	ko04013	MAPK signaling pathway - fly
K13578	ko04013	MAPK signaling pathway - fly
K04428	ko04013	MAPK signaling pathway - fly
K04426	ko04013	MAPK signaling pathway - fly
K04432	ko04013	MAPK signaling pathway - fly
K04441	ko04013	MAPK signaling pathway - fly
K04450	ko04013	MAPK signaling pathway - fly
K13411	ko04013	MAPK signaling pathway - fly
K10176	ko04013	MAPK signaling pathway - fly
K09260	ko04013	MAPK signaling pathway - fly
K04564	ko04013	MAPK signaling pathway - fly
K13420	ko04016	MAPK signaling pathway - plant
K13416	ko04016	MAPK signaling pathway - plant
K13414	ko04016	MAPK signaling pathway - plant
K20602	ko04016	MAPK signaling pathway - plant
K20603	ko04016	MAPK signaling pathway - plant
K20600	ko04016	MAPK signaling pathway - plant
K20605	ko04016	MAPK signaling pathway - plant
K20599	ko04016	MAPK signaling pathway - plant
K20725	ko04016	MAPK signaling pathway - plant
K13424	ko04016	MAPK signaling pathway - plant
K20559	ko04016	MAPK signaling pathway - plant
K13413	ko04016	MAPK signaling pathway - plant
K20536	ko04016	MAPK signaling pathway - plant
K14512	ko04016	MAPK signaling pathway - plant
K20557	ko04016	MAPK signaling pathway - plant
K13449	ko04016	MAPK signaling pathway - plant
K13425	ko04016	MAPK signaling pathway - plant
K13426	ko04016	MAPK signaling pathway - plant
K16224	ko04016	MAPK signaling pathway - plant
K20772	ko04016	MAPK signaling pathway - plant
K20714	ko04016	MAPK signaling pathway - plant
K00940	ko04016	MAPK signaling pathway - plant
K20606	ko04016	MAPK signaling pathway - plant
K13423	ko04016	MAPK signaling pathway - plant
K20607	ko04016	MAPK signaling pathway - plant
K20535	ko04016	MAPK signaling pathway - plant
K20537	ko04016	MAPK signaling pathway - plant
K14509	ko04016	MAPK signaling pathway - plant
K14510	ko04016	MAPK signaling pathway - plant
K20726	ko04016	MAPK signaling pathway - plant
K17686	ko04016	MAPK signaling pathway - plant
K20604	ko04016	MAPK signaling pathway - plant
K14514	ko04016	MAPK signaling pathway - plant
K14513	ko04016	MAPK signaling pathway - plant
K14515	ko04016	MAPK signaling pathway - plant
K20553	ko04016	MAPK signaling pathway - plant
K14516	ko04016	MAPK signaling pathway - plant
K20727	ko04016	MAPK signaling pathway - plant
K20547	ko04016	MAPK signaling pathway - plant
K13422	ko04016	MAPK signaling pathway - plant
K20728	ko04016	MAPK signaling pathway - plant
K14496	ko04016	MAPK signaling pathway - plant
K14497	ko04016	MAPK signaling pathway - plant
K14498	ko04016	MAPK signaling pathway - plant
K20716	ko04016	MAPK signaling pathway - plant
K03781	ko04016	MAPK signaling pathway - plant
K20551	ko04016	MAPK signaling pathway - plant
K20538	ko04016	MAPK signaling pathway - plant
K02183	ko04016	MAPK signaling pathway - plant
K13447	ko04016	MAPK signaling pathway - plant
K20729	ko04016	MAPK signaling pathway - plant
K20718	ko04016	MAPK signaling pathway - plant
K20717	ko04016	MAPK signaling pathway - plant
K20558	ko04016	MAPK signaling pathway - plant
K11234	ko04011	MAPK signaling pathway - yeast
K11235	ko04011	MAPK signaling pathway - yeast
K01383	ko04011	MAPK signaling pathway - yeast
K11213	ko04011	MAPK signaling pathway - yeast
K04627	ko04011	MAPK signaling pathway - yeast
K02218	ko04011	MAPK signaling pathway - yeast
K10591	ko04011	MAPK signaling pathway - yeast
K19860	ko04011	MAPK signaling pathway - yeast
K04536	ko04011	MAPK signaling pathway - yeast
K07973	ko04011	MAPK signaling pathway - yeast
K19838	ko04011	MAPK signaling pathway - yeast
K11236	ko04011	MAPK signaling pathway - yeast
K04393	ko04011	MAPK signaling pathway - yeast
K19839	ko04011	MAPK signaling pathway - yeast
K19840	ko04011	MAPK signaling pathway - yeast
K11237	ko04011	MAPK signaling pathway - yeast
K04409	ko04011	MAPK signaling pathway - yeast
K19833	ko04011	MAPK signaling pathway - yeast
K11238	ko04011	MAPK signaling pathway - yeast
K11228	ko04011	MAPK signaling pathway - yeast
K19841	ko04011	MAPK signaling pathway - yeast
K11239	ko04011	MAPK signaling pathway - yeast
K11226	ko04011	MAPK signaling pathway - yeast
K04371	ko04011	MAPK signaling pathway - yeast
K19806	ko04011	MAPK signaling pathway - yeast
K11240	ko04011	MAPK signaling pathway - yeast
K19812	ko04011	MAPK signaling pathway - yeast
K11215	ko04011	MAPK signaling pathway - yeast
K11241	ko04011	MAPK signaling pathway - yeast
K11242	ko04011	MAPK signaling pathway - yeast
K12412	ko04011	MAPK signaling pathway - yeast
K11243	ko04011	MAPK signaling pathway - yeast
K06652	ko04011	MAPK signaling pathway - yeast
K12760	ko04011	MAPK signaling pathway - yeast
K06650	ko04011	MAPK signaling pathway - yeast
K04563	ko04011	MAPK signaling pathway - yeast
K11244	ko04011	MAPK signaling pathway - yeast
K11245	ko04011	MAPK signaling pathway - yeast
K19842	ko04011	MAPK signaling pathway - yeast
K19843	ko04011	MAPK signaling pathway - yeast
K00888	ko04011	MAPK signaling pathway - yeast
K00889	ko04011	MAPK signaling pathway - yeast
K04513	ko04011	MAPK signaling pathway - yeast
K19844	ko04011	MAPK signaling pathway - yeast
K19845	ko04011	MAPK signaling pathway - yeast
K17971	ko04011	MAPK signaling pathway - yeast
K02677	ko04011	MAPK signaling pathway - yeast
K06276	ko04011	MAPK signaling pathway - yeast
K11229	ko04011	MAPK signaling pathway - yeast
K08294	ko04011	MAPK signaling pathway - yeast
K19846	ko04011	MAPK signaling pathway - yeast
K04464	ko04011	MAPK signaling pathway - yeast
K19847	ko04011	MAPK signaling pathway - yeast
K09265	ko04011	MAPK signaling pathway - yeast
K00706	ko04011	MAPK signaling pathway - yeast
K15174	ko04011	MAPK signaling pathway - yeast
K06649	ko04011	MAPK signaling pathway - yeast
K06648	ko04011	MAPK signaling pathway - yeast
K02555	ko04011	MAPK signaling pathway - yeast
K02220	ko04011	MAPK signaling pathway - yeast
K23469	ko04011	MAPK signaling pathway - yeast
K19848	ko04011	MAPK signaling pathway - yeast
K19849	ko04011	MAPK signaling pathway - yeast
K11246	ko04011	MAPK signaling pathway - yeast
K19850	ko04011	MAPK signaling pathway - yeast
K11231	ko04011	MAPK signaling pathway - yeast
K11232	ko04011	MAPK signaling pathway - yeast
K11233	ko04011	MAPK signaling pathway - yeast
K11230	ko04011	MAPK signaling pathway - yeast
K11227	ko04011	MAPK signaling pathway - yeast
K04441	ko04011	MAPK signaling pathway - yeast
K19704	ko04011	MAPK signaling pathway - yeast
K19815	ko04011	MAPK signaling pathway - yeast
K19807	ko04011	MAPK signaling pathway - yeast
K00006	ko04011	MAPK signaling pathway - yeast
K09468	ko04011	MAPK signaling pathway - yeast
K03781	ko04011	MAPK signaling pathway - yeast
K09051	ko04011	MAPK signaling pathway - yeast
K06665	ko04011	MAPK signaling pathway - yeast
K06666	ko04011	MAPK signaling pathway - yeast
K17741	ko04011	MAPK signaling pathway - yeast
K03085	ko04011	MAPK signaling pathway - yeast
K06651	ko04011	MAPK signaling pathway - yeast
K02515	ko04011	MAPK signaling pathway - yeast
K02516	ko04011	MAPK signaling pathway - yeast
K03114	ko04011	MAPK signaling pathway - yeast
K06009	ko04011	MAPK signaling pathway - yeast
K06630	ko04011	MAPK signaling pathway - yeast
K19816	ko04011	MAPK signaling pathway - yeast
K09448	ko04011	MAPK signaling pathway - yeast
K19851	ko04011	MAPK signaling pathway - yeast
K04357	ko04012	ErbB signaling pathway
K08774	ko04012	ErbB signaling pathway
K09782	ko04012	ErbB signaling pathway
K04361	ko04012	ErbB signaling pathway
K05083	ko04012	ErbB signaling pathway
K01116	ko04012	ErbB signaling pathway
K05859	ko04012	ErbB signaling pathway
K04515	ko04012	ErbB signaling pathway
K02677	ko04012	ErbB signaling pathway
K19662	ko04012	ErbB signaling pathway
K19663	ko04012	ErbB signaling pathway
K04707	ko04012	ErbB signaling pathway
K22517	ko04012	ErbB signaling pathway
K11223	ko04012	ErbB signaling pathway
K11224	ko04012	ErbB signaling pathway
K05704	ko04012	ErbB signaling pathway
K05725	ko04012	ErbB signaling pathway
K04438	ko04012	ErbB signaling pathway
K06619	ko04012	ErbB signaling pathway
K08887	ko04012	ErbB signaling pathway
K07365	ko04012	ErbB signaling pathway
K19862	ko04012	ErbB signaling pathway
K04409	ko04012	ErbB signaling pathway
K04410	ko04012	ErbB signaling pathway
K05733	ko04012	ErbB signaling pathway
K05734	ko04012	ErbB signaling pathway
K05736	ko04012	ErbB signaling pathway
K05735	ko04012	ErbB signaling pathway
K04430	ko04012	ErbB signaling pathway
K04431	ko04012	ErbB signaling pathway
K04440	ko04012	ErbB signaling pathway
K04448	ko04012	ErbB signaling pathway
K04375	ko04012	ErbB signaling pathway
K09783	ko04012	ErbB signaling pathway
K08523	ko04012	ErbB signaling pathway
K09784	ko04012	ErbB signaling pathway
K05084	ko04012	ErbB signaling pathway
K05455	ko04012	ErbB signaling pathway
K05456	ko04012	ErbB signaling pathway
K05085	ko04012	ErbB signaling pathway
K06279	ko04012	ErbB signaling pathway
K17447	ko04012	ErbB signaling pathway
K17448	ko04012	ErbB signaling pathway
K17449	ko04012	ErbB signaling pathway
K04364	ko04012	ErbB signaling pathway
K03099	ko04012	ErbB signaling pathway
K02833	ko04012	ErbB signaling pathway
K07827	ko04012	ErbB signaling pathway
K07828	ko04012	ErbB signaling pathway
K08845	ko04012	ErbB signaling pathway
K04365	ko04012	ErbB signaling pathway
K04366	ko04012	ErbB signaling pathway
K04368	ko04012	ErbB signaling pathway
K04369	ko04012	ErbB signaling pathway
K04371	ko04012	ErbB signaling pathway
K04377	ko04012	ErbB signaling pathway
K09593	ko04012	ErbB signaling pathway
K05457	ko04012	ErbB signaling pathway
K05458	ko04012	ErbB signaling pathway
K00922	ko04012	ErbB signaling pathway
K02649	ko04012	ErbB signaling pathway
K04456	ko04012	ErbB signaling pathway
K07203	ko04012	ErbB signaling pathway
K04688	ko04012	ErbB signaling pathway
K07205	ko04012	ErbB signaling pathway
K02158	ko04012	ErbB signaling pathway
K03083	ko04012	ErbB signaling pathway
K06624	ko04012	ErbB signaling pathway
K06625	ko04012	ErbB signaling pathway
K04357	ko04014	Ras signaling pathway
K08774	ko04014	Ras signaling pathway
K18496	ko04014	Ras signaling pathway
K18497	ko04014	Ras signaling pathway
K04358	ko04014	Ras signaling pathway
K22603	ko04014	Ras signaling pathway
K22429	ko04014	Ras signaling pathway
K22428	ko04014	Ras signaling pathway
K05451	ko04014	Ras signaling pathway
K02582	ko04014	Ras signaling pathway
K04355	ko04014	Ras signaling pathway
K04356	ko04014	Ras signaling pathway
K12457	ko04014	Ras signaling pathway
K04526	ko04014	Ras signaling pathway
K05459	ko04014	Ras signaling pathway
K13769	ko04014	Ras signaling pathway
K04359	ko04014	Ras signaling pathway
K17386	ko04014	Ras signaling pathway
K05450	ko04014	Ras signaling pathway
K05453	ko04014	Ras signaling pathway
K05461	ko04014	Ras signaling pathway
K05454	ko04014	Ras signaling pathway
K05448	ko04014	Ras signaling pathway
K16858	ko04014	Ras signaling pathway
K16859	ko04014	Ras signaling pathway
K05449	ko04014	Ras signaling pathway
K05460	ko04014	Ras signaling pathway
K05465	ko04014	Ras signaling pathway
K05466	ko04014	Ras signaling pathway
K05467	ko04014	Ras signaling pathway
K05462	ko04014	Ras signaling pathway
K04361	ko04014	Ras signaling pathway
K04362	ko04014	Ras signaling pathway
K05093	ko04014	Ras signaling pathway
K05094	ko04014	Ras signaling pathway
K05095	ko04014	Ras signaling pathway
K02583	ko04014	Ras signaling pathway
K03176	ko04014	Ras signaling pathway
K04360	ko04014	Ras signaling pathway
K04527	ko04014	Ras signaling pathway
K05087	ko04014	Ras signaling pathway
K04363	ko04014	Ras signaling pathway
K05089	ko04014	Ras signaling pathway
K05090	ko04014	Ras signaling pathway
K05091	ko04014	Ras signaling pathway
K05092	ko04014	Ras signaling pathway
K05096	ko04014	Ras signaling pathway
K05097	ko04014	Ras signaling pathway
K05098	ko04014	Ras signaling pathway
K05099	ko04014	Ras signaling pathway
K05121	ko04014	Ras signaling pathway
K05103	ko04014	Ras signaling pathway
K04364	ko04014	Ras signaling pathway
K09593	ko04014	Ras signaling pathway
K08091	ko04014	Ras signaling pathway
K06279	ko04014	Ras signaling pathway
K17447	ko04014	Ras signaling pathway
K17448	ko04014	Ras signaling pathway
K17449	ko04014	Ras signaling pathway
K07293	ko04014	Ras signaling pathway
K03099	ko04014	Ras signaling pathway
K01116	ko04014	Ras signaling pathway
K05859	ko04014	Ras signaling pathway
K04350	ko04014	Ras signaling pathway
K12361	ko04014	Ras signaling pathway
K12362	ko04014	Ras signaling pathway
K12363	ko04014	Ras signaling pathway
K10784	ko04014	Ras signaling pathway
K10785	ko04014	Ras signaling pathway
K07360	ko04014	Ras signaling pathway
K07362	ko04014	Ras signaling pathway
K04163	ko04014	Ras signaling pathway
K04536	ko04014	Ras signaling pathway
K04537	ko04014	Ras signaling pathway
K07825	ko04014	Ras signaling pathway
K04538	ko04014	Ras signaling pathway
K04539	ko04014	Ras signaling pathway
K07826	ko04014	Ras signaling pathway
K04540	ko04014	Ras signaling pathway
K04541	ko04014	Ras signaling pathway
K04542	ko04014	Ras signaling pathway
K04543	ko04014	Ras signaling pathway
K04544	ko04014	Ras signaling pathway
K04545	ko04014	Ras signaling pathway
K04546	ko04014	Ras signaling pathway
K04347	ko04014	Ras signaling pathway
K04547	ko04014	Ras signaling pathway
K04548	ko04014	Ras signaling pathway
K04549	ko04014	Ras signaling pathway
K04345	ko04014	Ras signaling pathway
K04349	ko04014	Ras signaling pathway
K12326	ko04014	Ras signaling pathway
K05208	ko04014	Ras signaling pathway
K05209	ko04014	Ras signaling pathway
K05210	ko04014	Ras signaling pathway
K02183	ko04014	Ras signaling pathway
K02833	ko04014	Ras signaling pathway
K07827	ko04014	Ras signaling pathway
K07828	ko04014	Ras signaling pathway
K07831	ko04014	Ras signaling pathway
K07829	ko04014	Ras signaling pathway
K07830	ko04014	Ras signaling pathway
K08052	ko04014	Ras signaling pathway
